game_id,blue_gold,red_gold,gold_diff,blue_richer,blue_richer_count,blue_earn,red_earn,earn_diff
015cdc77-01d2-4ca1-a507-14c58ecf64d2,12813,13464,-651,False,6,901,1449,-548
01780695-27f9-4212-98a5-fbad9fc5caa3,13961,12973,988,True,9,1636,1507,129
017a0d09-86a3-4a71-8b27-daaa3d1f7f55,12895,12395,500,True,8,1394,1355,39
017d27d6-3199-4192-af20-5aa56400b5f7,15823,12144,3679,True,7,4272,972,3300
017eaa93-7dfa-40d6-ae9a-cb772bbb6e14,16471,12756,3715,True,6,1560,1599,-39
018c4020-d241-4cd2-9138-c0765e5d5916,14097,13993,104,True,5,1622,1199,423
01a2388a-7b69-459c-b82c-b8395be1b541,12992,13637,-645,False,3,1550,1757,-207
01a2a8ab-0a1b-4453-9390-e9c28f8e0000,13246,14507,-1261,False,0,1638,1242,396
01aed0f6-7894-48a6-ac99-b1f7369cece6,11548,11757,-209,False,6,1521,2107,-586
01b24a10-73c7-4964-a989-cf418c388f37,13641,15059,-1418,False,0,1660,1458,202
01b2d005-cf35-4352-a408-44efb78200d8,14781,12866,1915,True,7,1819,1259,560
01d8a66e-c470-4266-949b-51c841743e73,12350,12002,348,True,9,1304,1135,169
01dc1eca-b327-4234-bf8e-ead9f96bbb29,12259,12118,141,True,1,1868,1085,783
01e3cf08-7d94-4a27-9ab2-c5e6aeff0ddf,12639,12854,-215,False,0,1325,1358,-33
01e59507-9ae8-4b24-80ea-88c5671814bf,14032,13282,750,True,6,1508,1454,54
01f1324d-8173-4425-832a-f2a9fa68cfe6,13703,14490,-787,False,0,1746,1775,-29
01fb57ab-7484-4a31-94e4-aedc65feb090,14703,12870,1833,True,6,1634,1360,274
02056da8-c376-4253-b58c-6da8b1c458b4,11260,12564,-1304,False,0,1655,2484,-829
02093aa4-f749-414c-9cc6-04b81ceea512,13242,13694,-452,False,0,1405,1419,-14
0214a8d4-8639-4ca6-8323-12afa8a8e554,13603,13768,-165,False,6,1663,1554,109
022e7246-785f-4d45-bb15-f406a2d7a0d4,15134,12345,2789,True,8,1556,1482,74
0233c86e-0854-4ec0-bd6d-f35e0efde0d8,13876,13634,242,True,7,1136,1451,-315
02343f9f-9b85-40ae-ae31-c5ae070dd04d,12312,12138,174,True,7,1559,1272,287
023abc41-e819-47c6-8534-6bcd9af0c599,12430,12257,173,True,2,2266,1405,861
023cc9bc-9a9c-4c17-be1f-3c0f65be3867,14043,12867,1176,True,5,1617,1493,124
0246e5b4-8e21-4522-90e8-f027a5c65811,12752,14141,-1389,False,3,975,1706,-731
026924fc-9407-4cd4-ab1f-5f3151f00494,14081,12727,1354,True,8,1553,1558,-5
0275859c-58f4-408b-841c-2edf0c988d47,13993,13001,992,True,9,1495,1467,28
0282c2ee-e3b0-4066-8e59-6d7d63a0ac92,13858,13646,212,True,6,1210,1521,-311
0283c544-7a97-49cc-ba93-f257b9928eee,13141,14190,-1049,False,1,1782,1523,259
02852a1d-cc81-47db-8956-64b78ea83447,13104,15339,-2235,False,1,1465,1853,-388
0285f015-b044-4a6c-91e1-84e2b0aa215f,14060,12921,1139,True,8,2006,1281,725
028f2b95-54d3-4862-827a-e35fa34b88de,14423,14571,-148,False,3,1402,1370,32
02912002-eff7-4cbb-bf76-f9ee79d009b1,13240,14364,-1124,False,1,1234,1543,-309
02a08cc1-d4b6-4cae-83a4-d6f1f8b6b5f5,12921,12297,624,True,5,1339,989,350
02a204fc-48a2-41c0-a6b0-3e0a0803768a,12639,12857,-218,False,3,1230,1463,-233
02b0d9d2-4033-4976-9ca0-d612e0024bca,11458,12028,-570,False,3,1003,1109,-106
02c26aa0-2cdf-4713-b203-cdf35d06c4d5,13138,12413,725,True,4,1599,1460,139
02c45fc8-8040-4332-ae04-a6b1bafaf3d4,12544,12513,31,True,4,1517,1151,366
02cc288c-4013-421d-85f3-4405ddadbd68,13145,13582,-437,False,2,1663,1525,138
02d00ff5-32a4-4591-9877-a3df98e489af,12448,12421,27,True,3,1464,1658,-194
02db3c4b-3479-4198-a9d9-1cfbf14ffb73,13343,12434,909,True,8,1361,1076,285
02efb390-5761-4acc-901c-2d4253f0a79c,12673,12863,-190,False,5,1125,1549,-424
030e09d9-65fe-4da2-8247-761487778679,12584,13387,-803,False,1,1238,1510,-272
031b4691-6b55-4e19-81e4-26d0748da195,12906,14367,-1461,False,3,1349,1640,-291
03309061-ad15-4a1f-a29c-ac2902d008f4,12622,14195,-1573,False,3,1477,1850,-373
0333ffba-5450-4e45-9b69-b23fd5da5e1d,12234,14331,-2097,False,3,960,2616,-1656
033a21ac-cfe3-4a0c-af07-acb4bb08ca6c,16125,13060,3065,True,6,3257,1149,2108
033fd596-701b-4efa-944d-67bdf351f34c,15026,13570,1456,True,7,2092,2322,-230
03454788-02de-432f-8ab6-fe915977b466,12008,12702,-694,False,0,1324,1380,-56
03509044-0e62-49e5-a7fb-7ea2be9a097c,12461,12825,-364,False,0,1418,1604,-186
035369f4-4c29-452d-9fa8-88f5e7947a7a,13878,14241,-363,False,4,1480,1570,-90
03623987-bd53-4bb6-a537-6c7a7c8595f0,12487,13060,-573,False,2,1132,1668,-536
0362bd17-1457-4413-aa20-e49c3e216ed8,11480,12461,-981,False,0,1292,1025,267
03685916-74e8-4625-bc29-8dc9f5f2df4e,13191,13846,-655,False,1,1321,1181,140
036d4287-89a7-434a-bdc8-0f9c2d6d0d18,14545,11391,3154,True,7,2511,1093,1418
037b1f25-7d06-4ea6-9a88-648e2672dcf6,11968,12927,-959,False,0,1334,1349,-15
037e4e9d-a057-4dc7-9671-7b81c6084176,13353,12015,1338,True,7,1513,1503,10
0380ae82-389e-496c-9a06-1f0c65623a9b,12230,13540,-1310,False,6,1403,1275,128
0386c0fe-8ece-44d7-818a-2933af318ef9,14487,12489,1998,True,8,1925,1401,524
03955467-1537-4213-bfe2-56566d363f22,14403,13073,1330,True,8,1368,1430,-62
039b12a0-9cc4-43d8-bbd7-2192a6b99b21,14151,13220,931,True,7,1324,1456,-132
03a25fb4-ef41-47ad-9d7b-b9896d05aa8d,13564,12648,916,True,8,1668,1477,191
03a9726f-20ea-4a00-9f08-e363706cf4ba,12128,13017,-889,False,4,1341,1236,105
03db2a83-515f-4200-b708-3ee015386a5c,13475,11336,2139,True,8,2593,1077,1516
03e59f2e-e4e0-435c-8a37-875a7d3ca0fb,14906,14326,580,True,7,1595,1337,258
03ed864c-2855-4fd6-b9b0-fd57dea2a614,12051,12584,-533,False,5,1223,2017,-794
03f184c2-7070-4d6d-9e28-b460825d6e91,13821,12944,877,True,8,1644,1303,341
03f18e5c-be60-4de1-8545-b191369a443a,12958,13153,-195,False,4,1752,1647,105
0429a4b3-3c36-4fb4-b86c-9f3332a329f7,14136,13098,1038,True,6,1470,2050,-580
042a58d3-12c3-4f2d-a660-ab6f324ca88b,12233,12363,-130,False,5,1308,1499,-191
042ef687-9ff7-48bc-a5b8-63cf8f503538,11884,11574,310,True,8,1463,1321,142
04306e6b-1eb4-49e4-b6fe-6392545accbd,13892,13160,732,True,5,1632,1726,-94
043099d2-0657-4804-9b96-12be06bad44a,13103,13526,-423,False,0,1768,1796,-28
044808b9-c8f8-4e19-b925-3a728cb8c7dc,10088,11552,-1464,False,1,945,1787,-842
04482a1e-86a0-41ae-ac06-75b12688541e,13564,13220,344,True,7,1448,1606,-158
044d52e1-eb0a-45b8-a29e-bed71d6f0dc6,13542,13972,-430,False,0,2268,2426,-158
046084d2-1959-4459-8b47-61a87324a4a5,13549,14389,-840,False,3,1431,1422,9
0460d530-bb0b-46ef-8cff-e104da5f6fe2,13321,12584,737,True,7,1568,1295,273
046e11e0-9968-44a2-811a-93df2d3b8eb1,14418,14557,-139,False,5,1501,1660,-159
04898ecc-93a3-44de-ad04-f3899ac82da1,13083,14051,-968,False,0,1079,1588,-509
04927cb2-2730-4266-a6fa-81f77500c93b,13832,13146,686,True,7,1781,1210,571
0494b0b9-774a-43e9-a55c-01e6226aa020,10844,11379,-535,False,1,1094,1333,-239
04992c7d-a817-4f67-bc9b-c49b9b4dcdb9,12304,13558,-1254,False,1,1013,1521,-508
049fad52-a9d9-4408-87cf-7df97b287551,13363,13810,-447,False,6,1392,1873,-481
04a0b926-2447-4175-af97-d57ba9947df7,13138,13782,-644,False,2,1803,1132,671
04a411cb-195d-4bb5-88e4-8061b21d77c9,14205,14005,200,True,7,1204,2069,-865
04c35b2f-60c5-4586-8e69-cb05258309f7,13569,12614,955,True,2,2078,1107,971
04c82675-dab6-4b9b-b801-d69bb8d8f7b7,12989,12623,366,True,9,1175,1608,-433
04ce5a2d-9682-483b-9254-24b072906e10,14445,13822,623,True,7,1591,1371,220
04d44493-2c90-4da0-8649-fa6dd0b95aa0,12625,11356,1269,True,7,1811,1176,635
04d821fe-0619-4608-bda6-4095a7b4faa9,13676,13018,658,True,3,1972,1389,583
04e608cc-0640-4e4b-a40d-3a54960bfc70,12989,13848,-859,False,1,1202,2032,-830
04ee654e-b9c5-4d5e-87d5-514b2d8264b6,13634,14216,-582,False,3,1958,1819,139
04f7dc23-a30e-4c61-9085-c3762304b012,13321,13721,-400,False,3,1430,2263,-833
04ffddda-87eb-4fe9-8d4f-acad687de2e9,11818,12941,-1123,False,1,1331,1212,119
050d43b0-c900-4840-b6ba-7d5f53101784,13048,12738,310,True,4,1674,1255,419
0510f659-a263-46ee-8d37-045dbb9fcefd,13222,12701,521,True,5,1765,1475,290
05125279-2daf-463e-8794-a4f855e2ef1d,12900,12941,-41,False,3,1496,1584,-88
051b3d28-c7ea-4596-99f6-c6cecf86ecba,13141,14895,-1754,False,1,1960,1874,86
05240ba7-aaa4-4ab2-9ab1-bb6545412419,14116,13874,242,True,6,2374,1992,382
0535d5dd-671a-49df-af0d-0939bdc4597f,13176,16662,-3486,False,1,1542,1703,-161
053616db-c841-4fc1-98b5-818b4a2da949,13626,13947,-321,False,6,1578,1905,-327
05369c86-838b-4200-aaf3-9fb1ced99b12,12214,13059,-845,False,1,1465,1746,-281
053ad12b-6595-40da-9409-ea653f6cd32a,13269,12814,455,True,7,1422,1595,-173
0542d35e-da69-45f6-8ee0-d4cabf532109,13332,12482,850,True,7,1443,1542,-99
054ebbd7-77be-4949-a614-252710939b7c,12989,13467,-478,False,2,1390,1419,-29
05558fa7-56d3-4a08-8999-4e0d4b9d6d49,12546,11985,561,True,6,1175,1198,-23
05604f79-0e2c-4eb1-abe8-b88157267058,12631,13350,-719,False,1,1325,1810,-485
05610eff-b596-44aa-a30a-55a1b717b7e8,12633,12575,58,True,4,1743,1106,637
05686217-1adf-48f3-851f-5c7aed51c05f,11968,13016,-1048,False,2,1230,1487,-257
057d2f18-8dd2-4202-99a7-405fe121e563,12933,13865,-932,False,0,1298,1340,-42
05981712-8844-4c54-b645-53d3b4d8f05c,15340,15655,-315,False,6,1503,1956,-453
05985b88-bd87-410a-a74c-7ce7b00c37a2,13123,14984,-1861,False,0,1064,2166,-1102
059ad705-7338-4b10-84ac-08a7f78d2370,13442,13876,-434,False,4,1875,1346,529
05a6cfdf-f675-40ee-a579-606b1ac06a1d,13279,13526,-247,False,2,1734,2318,-584
05aa3a52-9c37-4e32-8378-05878c95e54e,12907,12423,484,True,6,1308,1185,123
05b13c64-9643-4243-8b3f-f748d7218708,13340,12603,737,True,8,1101,1253,-152
05b84dc3-4313-4bf5-8db0-94676208ea77,13171,13133,38,True,8,1578,2011,-433
05b9326d-d4cb-4cf7-bb8b-1da4166b4487,12780,15006,-2226,False,3,1377,2814,-1437
05c2ae4b-d147-4e84-a99d-f9214165088d,12572,12502,70,True,5,2233,2162,71
05c832d4-617e-4517-93f7-4bbadcfbc003,13647,13589,58,True,7,1520,1529,-9
05d84fc8-edbf-4a24-96da-39c512dff108,13113,13805,-692,False,0,1459,1509,-50
05e6ea57-5a5d-4964-b6c9-0335e47b0627,12956,11770,1186,True,8,1510,1055,455
05fcd0f1-7971-486d-a6e5-ce892414bb6b,14093,13181,912,True,6,1776,1875,-99
06025df4-ad24-41c4-9341-252bb67dd2a4,12670,14504,-1834,False,2,1429,1722,-293
061af272-5f63-468b-9e70-6288d905ee79,14155,13018,1137,True,5,1701,1297,404
061b7824-09b5-4b5f-a121-c83f7a70f08e,13823,12684,1139,True,8,2055,1302,753
06206be1-85f6-45c1-a8d6-1b02fd2632d4,14360,14694,-334,False,2,1668,1747,-79
06285382-1d68-47c4-8266-a3bcb0e64896,13476,13410,66,True,4,1719,1287,432
0636014b-1b0a-4863-9378-9eb39df64a48,14003,13795,208,True,6,1467,1622,-155
06506357-8452-455c-9d1e-6491d0622322,13232,12901,331,True,2,1621,1237,384
066f21cb-64e4-491a-a729-69bd118e4edd,12993,13559,-566,False,3,1593,1644,-51
06727132-30e3-44af-b800-13f1b36ec6cc,13703,13835,-132,False,2,1554,1560,-6
0687ead4-a622-472d-83b7-50a0d8882755,12334,13754,-1420,False,1,1492,2146,-654
069431cf-3bd3-437a-9a95-f627ec2bf55a,14119,11985,2134,True,10,1896,1363,533
069cf8d5-f875-47ce-866a-bbbaee051e6b,12196,11085,1111,True,8,1517,1237,280
069ddff6-1659-4cea-a075-bb41fd2f6ff7,13083,12764,319,True,6,1696,1183,513
06a79965-8891-4555-ac5a-051a3cd8dbee,13012,13313,-301,False,5,1401,1377,24
06c33847-fbbd-45be-b3ba-1e0b3b973c48,13984,12822,1162,True,4,1359,1306,53
06cde497-7daa-4fcf-bf8d-5bf802c9a213,14113,11680,2433,True,8,1368,1190,178
06da3d9b-df2e-4cdd-b5eb-2c73f9547971,12961,11946,1015,True,8,1321,1497,-176
06ec45b8-0603-43ec-8bbc-f4a8459ff9a1,12938,11975,963,True,7,1317,1537,-220
06f882c6-677d-4238-87a6-8027f2d55895,13409,12283,1126,True,7,1536,1132,404
06fa7b0f-219f-453c-8f32-81750ba6f885,13229,12600,629,True,5,1270,1309,-39
06fddcf8-d7ac-4c24-997d-542e4dba1a56,13552,12720,832,True,6,1563,1542,21
0706a167-65c0-44de-9684-a6d14f89748d,13671,13406,265,True,8,1683,1625,58
070a0254-a269-420a-8f7b-0950a2f68c92,12473,13309,-836,False,0,1837,1952,-115
070bb0b4-b2e5-425a-ba72-669c6b1651ab,11969,13766,-1797,False,0,1093,1708,-615
070c910c-33f3-47fa-a547-8e35792a65ea,12538,13646,-1108,False,0,1538,1829,-291
07130e3b-fcc5-40b3-a5c7-737edd57f7ad,13328,14167,-839,False,0,1640,1699,-59
07365acc-0063-4a45-bcfb-b56ab101956c,13805,14275,-470,False,2,1342,1796,-454
0756b294-1a94-494e-883a-5734277dbf19,12890,12924,-34,False,3,1665,1452,213
0760fe23-17d9-4778-aac7-12cc96840bb2,14182,13646,536,True,6,1450,1480,-30
076cdf53-22c3-4f22-b07d-d8b72aef5029,14055,13520,535,True,7,1581,1422,159
07798e5b-ff73-459f-bf5b-b76b8e0253d4,12697,13531,-834,False,1,1657,1736,-79
077a83ca-69ec-44da-9f2c-7fd3cb6df7ed,13154,13524,-370,False,5,1533,1496,37
077bad19-9a5e-4af1-b725-2b90d6f3a7bb,12251,11906,345,True,6,1247,1134,113
077cc5a6-b51a-4ee4-a345-c26d05c4b6ab,13126,12828,298,True,7,1197,1645,-448
077cf0d2-8fe3-4c69-94dc-5df329e7fde1,13704,12220,1484,True,5,1904,1438,466
078084ad-0dc9-4214-a084-2fce850c4ed4,12871,14909,-2038,False,1,1351,1538,-187
0786ca00-0604-4b74-a9c9-e50b4ec7ee64,12663,13120,-457,False,3,1599,1297,302
078d4b8e-383b-4ba3-8949-f8b58818e8b1,13784,12997,787,True,6,1747,1663,84
07996e24-a76a-430b-8d30-5891d29d72f7,13931,13203,728,True,7,1615,1629,-14
07a86398-dea6-4cf2-95a9-7f52041ac8bf,14216,12889,1327,True,6,1232,1504,-272
07c602a0-4a58-4367-af0f-983d615c383c,11802,12440,-638,False,0,1628,1247,381
07dae07b-74c6-4258-9d88-51c8d7d774ef,11648,12453,-805,False,0,1288,1086,202
07ddf291-9f78-4424-b525-d49a6b656ca4,14144,12258,1886,True,6,2291,1060,1231
07deaf94-b2a7-4898-8bc0-bdf3797f06dc,14688,12942,1746,True,5,1317,1395,-78
07e2eccc-6fc4-4f69-838d-e0be2bf93e1e,12854,12434,420,True,2,2672,1483,1189
07e304fa-0d7b-4c47-afc4-93a00e4c8b37,11732,12925,-1193,False,1,1327,1433,-106
07e689b7-b20a-440a-9100-be1538f6b24d,12512,12383,129,True,4,1330,1407,-77
07e81caf-24d8-483f-8e46-2f9e4071a2c9,13583,13747,-164,False,4,1507,1503,4
07e997c6-b225-4d53-986a-f314139af535,12505,11871,634,True,7,1298,1240,58
07f0b7f2-4da4-4828-a8d4-aa052183daf6,13706,12848,858,True,3,1593,1360,233
07fe9163-1f8b-48f5-999d-74b9cc3e22ca,12874,12600,274,True,5,1191,1326,-135
0802cb51-2861-4528-98d7-9cb56cd68b66,11798,12156,-358,False,1,1036,1468,-432
08047be2-d70d-4335-8bee-723c5475db47,13465,13205,260,True,2,1513,1239,274
08160270-f26b-469e-aa7d-5b710aa9ff39,14159,12479,1680,True,8,1544,1226,318
081c8aa5-b3a1-46a0-a228-1bd6b7425ec1,13225,14512,-1287,False,0,1284,1716,-432
082a57d8-152f-4059-a7f1-680cc2a97931,14230,13164,1066,True,6,1544,1666,-122
082c45b1-e551-4ead-a9d7-b2c15e0676de,12497,13241,-744,False,1,1232,1414,-182
082dab8a-eba4-4d57-8eae-2b736bd83cc7,13071,12869,202,True,5,1449,1452,-3
082dcccf-9ab9-4a35-8f77-e68ec11a0d93,12766,12234,532,True,3,1598,1293,305
0830c1a9-59bb-4a8d-9e26-783e7714ced4,12244,13620,-1376,False,1,1153,1801,-648
0839b8d7-3070-4b6e-b186-417ad69ab6eb,14067,13117,950,True,8,1611,1680,-69
083b8d22-1747-4532-9542-57f90ad0f39d,13034,13405,-371,False,0,1582,1562,20
08411837-7d19-467f-b58e-cd1acc5372ba,12695,14299,-1604,False,0,1574,1526,48
08421e71-19a8-494b-bdd1-f78c68de7791,11823,11517,306,True,2,1166,1094,72
08445e34-e36e-474f-8e22-3c2c8c320cfb,11115,11617,-502,False,1,903,1115,-212
08557aa3-678a-417c-aeea-d543c679e3c8,14142,13895,247,True,3,2369,1648,721
085625c5-fca1-47d2-bb53-6477435c2339,13868,13526,342,True,1,1965,1058,907
08820197-ec16-4ccf-b046-a32259fc4c09,12598,13538,-940,False,1,1544,1232,312
08856e9e-523e-4980-822a-adb481dcd012,13627,13554,73,True,7,1454,1435,19
088f8b66-105e-423f-af8a-ee8653108f1e,13464,12197,1267,True,8,1257,1498,-241
089348c6-af5f-45df-a83f-f962bb212d9d,13109,14004,-895,False,1,1168,1384,-216
089ca70e-8058-4db0-adb4-ce510e4a13b5,13283,12865,418,True,4,1798,1412,386
08a89161-e733-4f17-a7c3-c605a3bfea7c,12377,11651,726,True,5,2029,1523,506
08aed957-f441-42d4-8b5b-65fcb8db3055,13292,10838,2454,True,7,1415,1071,344
08b8d735-2415-4ce6-acdc-5889d690847f,12610,13537,-927,False,0,1563,1506,57
08c30a54-1e93-45e0-87ae-ccb73a053632,13712,14526,-814,False,3,2694,1455,1239
08c447ca-44d9-4db8-ac55-3e309375b08f,14329,13370,959,True,8,1813,1203,610
08c4f1e7-7944-44ce-bd0e-159bb755e48f,13603,14454,-851,False,2,1409,1818,-409
08c8e8f2-1c2f-487b-b948-1461d9677ec8,12547,13108,-561,False,4,1227,1382,-155
08cde10b-df7b-4c4a-b9af-9081916e1141,14419,12420,1999,True,8,1637,1438,199
08d7164c-4c6a-469e-931b-99c055b34749,13453,13472,-19,False,1,1374,1582,-208
08e0d563-f267-4675-8080-45be4ad74d9f,13871,13170,701,True,9,1447,1658,-211
08ed51ff-310a-438a-9e93-1edb8db98616,13123,12977,146,True,8,1693,1581,112
08f4832a-1bf0-4619-9f15-e14732a63430,14567,14445,122,True,7,1597,1444,153
08f6d798-4dcb-4b88-aa94-2d64a7704a95,12602,12609,-7,False,2,1423,1086,337
08f7884d-68ff-443d-888e-2f5fad6f3756,13046,16014,-2968,False,0,1674,2844,-1170
09073c7f-2602-4323-ae1e-e793e12f5ac6,12497,12820,-323,False,5,1242,1591,-349
09095ea2-4cfc-4856-be92-c4e37a4e985e,13226,12452,774,True,5,1575,1581,-6
090e8047-4e02-45de-9e73-1dc7f4b9d7b9,12405,11712,693,True,6,1402,1089,313
090ec856-77fc-4822-92ba-6a3353677788,12522,13831,-1309,False,1,1541,1521,20
09103c1e-3ec5-492b-8e0e-ac1d0a2112a8,13890,14028,-138,False,2,1507,1631,-124
09137940-4f34-4263-b645-d46344c9fbde,13412,13565,-153,False,5,1188,1171,17
091c3dbc-312a-488c-9de9-0023f11d6c21,12880,13413,-533,False,3,1399,1469,-70
091f01af-2edb-4525-a587-70e5782db610,12770,14123,-1353,False,1,1487,2372,-885
09454c6b-aa07-4031-b6d6-fdb6c5e2df4e,12673,13428,-755,False,2,1230,1537,-307
0949bd58-3d27-4de1-a418-783e80abee31,13347,12885,462,True,5,1566,1617,-51
0949d4d6-20b9-44b4-9423-4e9c0a21c5b3,12661,13733,-1072,False,0,1447,1555,-108
094ea4e5-b375-4579-9b55-2662c170915d,13467,13448,19,True,2,1204,1620,-416
09525afa-7f78-4dac-a2b9-2c314a674a34,13810,12768,1042,True,5,1587,1497,90
09573bbf-31f7-4724-9437-8d377b6ed845,12802,13596,-794,False,3,1392,1295,97
0966e4fd-4e5b-46c3-a80e-bc8dd6361f77,12141,13865,-1724,False,2,1181,1597,-416
097e2dcc-1972-49ba-b423-c6f2d346e14f,13778,12521,1257,True,8,1680,1595,85
0985cd23-9af6-4801-9c24-744be1a7b00c,13564,13701,-137,False,4,1483,1423,60
0994c72d-a811-4cf7-948d-2d715d9042ac,12407,12207,200,True,2,1668,1050,618
09962a9b-71a7-4128-a96a-eea3f211ddc6,14881,13491,1390,True,7,2125,1550,575
099f3292-1c4c-4e68-88fa-c07964c856f0,13406,13671,-265,False,1,1546,1611,-65
09a17c32-1bd7-4fc4-81bf-d8ffade0ca95,13549,12928,621,True,6,1786,1102,684
09a298ee-6a70-4b2d-bad6-4eef19c89434,13372,12105,1267,True,8,1872,1122,750
09b32a8e-0967-41a6-b091-8428cc6d3333,13189,13297,-108,False,3,1756,1886,-130
09b4c8dc-df04-4c2a-b7d0-9efd60bd2a61,13797,12280,1517,True,8,1126,1276,-150
09b7bba4-29c6-4400-b28c-4fb43288f55d,14256,14407,-151,False,3,2137,1660,477
09de428d-69c3-4085-98ad-7700b7fdfe71,12387,13517,-1130,False,2,1417,1579,-162
09e2592d-f3b0-468e-927d-bdd5bc81e46d,14706,12577,2129,True,8,1685,1650,35
09e48a6c-1daf-4fee-a899-5cc9d5f4dc9c,13747,13201,546,True,5,1063,1705,-642
09f576b1-fe10-40c6-9c46-86ceb95ddb94,12553,12089,464,True,7,1289,1249,40
09f5f7b2-c10c-4b5f-adca-41ea9a90894d,12879,13108,-229,False,3,1638,1617,21
09f81ad9-8d66-4fca-bdb0-592efdb2c1bd,12285,13244,-959,False,1,1131,1910,-779
0a019060-0aad-4f15-8dbb-404748191942,12699,12402,297,True,7,1361,1554,-193
0a096191-0305-470d-a5ba-44c296924876,14429,12596,1833,True,6,2176,1405,771
0a0fa9c2-7446-489a-86e9-831600a4703a,14266,12075,2191,True,7,1298,1385,-87
0a17418d-fb4a-4d97-9537-23fa577011ef,12369,13138,-769,False,4,1404,1546,-142
