game_id,bKills,rKills
037e4e9d-a057-4dc7-9671-7b81c6084176,2,0
0380ae82-389e-496c-9a06-1f0c65623a9b,5,10.0
039b12a0-9cc4-43d8-bbd7-2192a6b99b21,1,0
03db2a83-515f-4200-b708-3ee015386a5c,2,0
03f184c2-7070-4d6d-9e28-b460825d6e91,3,1.0
042ef687-9ff7-48bc-a5b8-63cf8f503538,2,2.0
04306e6b-1eb4-49e4-b6fe-6392545accbd,3,0
043099d2-0657-4804-9b96-12be06bad44a,3,2.0
044808b9-c8f8-4e19-b925-3a728cb8c7dc,1,2.0
044d52e1-eb0a-45b8-a29e-bed71d6f0dc6,2,2.0
046084d2-1959-4459-8b47-61a87324a4a5,4,8.0
0494b0b9-774a-43e9-a55c-01e6226aa020,2,2.0
04992c7d-a817-4f67-bc9b-c49b9b4dcdb9,3,2.0
04a411cb-195d-4bb5-88e4-8061b21d77c9,4,3.0
04d44493-2c90-4da0-8649-fa6dd0b95aa0,1,0
04d821fe-0619-4608-bda6-4095a7b4faa9,2,0
04e608cc-0640-4e4b-a40d-3a54960bfc70,1,1.0
04ee654e-b9c5-4d5e-87d5-514b2d8264b6,1,3.0
050d43b0-c900-4840-b6ba-7d5f53101784,4,2.0
0535d5dd-671a-49df-af0d-0939bdc4597f,1,6.0
05369c86-838b-4200-aaf3-9fb1ced99b12,2,4.0
0542d35e-da69-45f6-8ee0-d4cabf532109,5,1.0
054ebbd7-77be-4949-a614-252710939b7c,1,0
05558fa7-56d3-4a08-8999-4e0d4b9d6d49,4,4.0
05610eff-b596-44aa-a30a-55a1b717b7e8,1,2.0
059ad705-7338-4b10-84ac-08a7f78d2370,1,0
05a6cfdf-f675-40ee-a579-606b1ac06a1d,1,0
05c2ae4b-d147-4e84-a99d-f9214165088d,1,2.0
05c832d4-617e-4517-93f7-4bbadcfbc003,1,2.0
05e6ea57-5a5d-4964-b6c9-0335e47b0627,4,1.0
06025df4-ad24-41c4-9341-252bb67dd2a4,2,5.0
061af272-5f63-468b-9e70-6288d905ee79,2,1.0
061b7824-09b5-4b5f-a121-c83f7a70f08e,4,0
069431cf-3bd3-437a-9a95-f627ec2bf55a,4,3.0
069cf8d5-f875-47ce-866a-bbbaee051e6b,2,1.0
06cde497-7daa-4fcf-bf8d-5bf802c9a213,5,2.0
06da3d9b-df2e-4cdd-b5eb-2c73f9547971,3,4.0
06ec45b8-0603-43ec-8bbc-f4a8459ff9a1,1,0
06fa7b0f-219f-453c-8f32-81750ba6f885,5,3.0
070c910c-33f3-47fa-a547-8e35792a65ea,1,2.0
07130e3b-fcc5-40b3-a5c7-737edd57f7ad,1,1.0
07365acc-0063-4a45-bcfb-b56ab101956c,1,1.0
0756b294-1a94-494e-883a-5734277dbf19,1,1.0
0760fe23-17d9-4778-aac7-12cc96840bb2,1,0
077a83ca-69ec-44da-9f2c-7fd3cb6df7ed,1,2.0
077bad19-9a5e-4af1-b725-2b90d6f3a7bb,2,0
077cf0d2-8fe3-4c69-94dc-5df329e7fde1,3,1.0
078d4b8e-383b-4ba3-8949-f8b58818e8b1,3,1.0
07996e24-a76a-430b-8d30-5891d29d72f7,3,2.0
07c602a0-4a58-4367-af0f-983d615c383c,1,2.0
07dae07b-74c6-4258-9d88-51c8d7d774ef,1,1.0
07e2eccc-6fc4-4f69-838d-e0be2bf93e1e,3,3.0
07e304fa-0d7b-4c47-afc4-93a00e4c8b37,2,1.0
07e689b7-b20a-440a-9100-be1538f6b24d,2,1.0
07e997c6-b225-4d53-986a-f314139af535,2,1.0
07f0b7f2-4da4-4828-a8d4-aa052183daf6,3,1.0
081c8aa5-b3a1-46a0-a228-1bd6b7425ec1,2,3.0
082c45b1-e551-4ead-a9d7-b2c15e0676de,1,1.0
082dcccf-9ab9-4a35-8f77-e68ec11a0d93,2,1.0
0839b8d7-3070-4b6e-b186-417ad69ab6eb,3,1.0
08421e71-19a8-494b-bdd1-f78c68de7791,1,1.0
08445e34-e36e-474f-8e22-3c2c8c320cfb,1,1.0
08557aa3-678a-417c-aeea-d543c679e3c8,3,3.0
085625c5-fca1-47d2-bb53-6477435c2339,1,2.0
089348c6-af5f-45df-a83f-f962bb212d9d,2,3.0
08a89161-e733-4f17-a7c3-c605a3bfea7c,3,1.0
08aed957-f441-42d4-8b5b-65fcb8db3055,4,0
08c30a54-1e93-45e0-87ae-ccb73a053632,1,2.0
08c447ca-44d9-4db8-ac55-3e309375b08f,1,0
08c4f1e7-7944-44ce-bd0e-159bb755e48f,1,2.0
09095ea2-4cfc-4856-be92-c4e37a4e985e,1,0
090e8047-4e02-45de-9e73-1dc7f4b9d7b9,3,0
0949bd58-3d27-4de1-a418-783e80abee31,1,1.0
09573bbf-31f7-4724-9437-8d377b6ed845,3,1.0
097e2dcc-1972-49ba-b423-c6f2d346e14f,2,0
0985cd23-9af6-4801-9c24-744be1a7b00c,1,2.0
0994c72d-a811-4cf7-948d-2d715d9042ac,1,0
09a298ee-6a70-4b2d-bad6-4eef19c89434,2,1.0
09b32a8e-0967-41a6-b091-8428cc6d3333,4,0
09de428d-69c3-4085-98ad-7700b7fdfe71,1,5.0
09f576b1-fe10-40c6-9c46-86ceb95ddb94,3,1.0
0a019060-0aad-4f15-8dbb-404748191942,2,0
0a32b726-30b1-4988-9f0d-9ed1388b47b7,6,0
0a599a50-7052-4f68-bed3-154943cced39,5,3.0
0a638566-02d3-4f36-9262-360deea8e4af,4,2.0
0ab50f01-3a1a-4b4d-a458-35e918b3bd41,5,4.0
0b00de46-d255-4911-83db-9187ab41ef82,1,1.0
0b45e19b-50a2-41ab-95f3-6e73d031ba4c,1,1.0
0b5046b2-d8a3-46b0-96a0-28a46bf10a94,3,2.0
0b653c46-fb2d-4307-a69f-1c5c66915973,5,3.0
0b6a19a2-3aee-4eb0-b2a7-c48c1b1e2be6,1,2.0
0b7217c3-ef11-440b-832a-d1c805447f10,5,5.0
0b8cfa3e-72e3-40ec-b82f-99f405d26895,1,0
0baa30a6-a4dd-4705-888e-12d599530229,1,1.0
0bbe90cd-6376-4f6e-ae0d-5f370c6ae96c,3,0
0bd396ea-01e7-435d-a2ca-471f6873d07d,2,2.0
0bf7cbc8-e4aa-4215-9ce3-c6310ed128d3,3,0
0bfd3c4b-8051-4ac8-9a95-d982cf8eb298,2,2.0
0c117efe-f2f8-41b5-a204-f38b28a9c6ce,1,1.0
0c2c27fb-003c-48ea-af62-b2750f9eaa9f,3,0
0c3302a8-b886-4443-9e24-2d03c27774e6,1,1.0
0c3b0ac0-04b7-4cbf-8fb1-7e65274a2877,3,6.0
0c4d1717-ff47-44f2-82a8-42ec8636d3aa,3,3.0
0c57e71a-b11b-4de3-9672-886a78e336f5,2,0
0c644785-92ba-4ea0-b09e-9544790f01f2,1,1.0
0ccef94b-b753-43e6-bf13-2f8f3eee9dfc,2,1.0
0ceab955-ba85-4154-937b-f857b7ac099e,9,2.0
0ceadf41-1123-4544-9e66-223422f1046f,1,1.0
0cf0bd98-17e6-4105-a2c4-73194e7f9b7d,1,3.0
0d3a819a-1e0d-474a-9c23-17263d5e81a6,1,2.0
0d4f4ef4-af77-4e70-80dc-71d381390eb7,1,4.0
0d5be20c-51ee-48b1-8a21-161a7cfd0a2d,2,3.0
0d647ade-f2b1-4988-b8cc-fcb1f5db643f,1,0
0d817656-3d04-4306-8a05-63b0f1b8dda5,2,2.0
0d8d6387-0762-4d8b-a4bb-1b5a0655b766,4,0
0d93ac2c-427a-4e44-8323-58c51ac01832,1,2.0
0db44ab8-8d67-45a4-bc05-3242246373a7,1,6.0
0db99b28-0658-43ca-bace-c8d5b40b1232,3,2.0
0dc14417-8e88-4641-a052-13e98e977cca,4,0
0dc432bd-2e1d-45e2-912f-97b0bcc5d0c1,1,0
0ddb8b16-c88e-4b18-ac7c-00b871e4cd1a,1,0
0deca194-acd2-417f-b151-5846f9087443,4,3.0
0df35830-41cd-4452-922b-4687a4d552da,1,2.0
0e0cb1b0-9770-4806-9eea-708084d6ead2,1,0
0e2570d5-7492-4699-99c1-22939a93b521,2,1.0
0e384f25-deae-4a91-86f8-6e12c25ae4fa,1,3.0
0e5ae4ef-4e6e-4a4b-9375-6335093ae9b1,2,5.0
0e6d3b37-fa0a-49c0-b758-f97d2137f1bb,2,0
0e730b82-8f20-4bef-a045-351e0e758fb4,2,2.0
0e8e6efc-9dfc-49a7-876d-7f34a4035c8f,2,3.0
0ec91f5f-7251-4436-b277-a6e275da9aea,2,0
0ede8cc8-0eec-4e3a-ba0c-be5250093c4b,2,4.0
0ee9710b-0402-4da9-9504-45a0428a4636,1,1.0
0ef06e8e-ab06-44b8-a5fc-1d500ef62c89,2,4.0
0efbc8d6-6837-4680-b349-3835f7b8e82e,1,3.0
0f10b8d2-2b82-4635-9030-d96f2bf7b345,2,2.0
0f2673de-9daa-45fb-9e9d-3dac5831b88c,1,0
0f39c5d4-0884-40fb-8f52-c56a6df565a5,1,6.0
0f720130-087f-49cd-83dc-c32cd816b4fc,5,4.0
0f884e4f-80dd-4b80-b35f-405c9538a6d4,1,1.0
0f8d62f6-7a60-4d98-b42f-4963ce3589b3,4,3.0
0fa2a7af-8236-4586-8963-c64f051eb0d8,1,0
0fa8104a-de29-4e17-b2d1-1fa234f8240a,1,2.0
0fac15ea-6949-4b97-9a11-caed2171773b,1,0
0fb7c626-e380-433e-b7e7-c7e8c582e80c,1,1.0
0fdaa90e-2850-49bb-98a5-18baeabe217e,1,1.0
1006e4a0-ac1a-4f5a-af98-50d878488483,2,3.0
102d7d12-5d53-4104-ad88-219e421a1380,2,3.0
103e68ba-2a1e-40c6-a60e-24bbe9f2327b,2,0
10633b86-470e-4ef1-b3f0-343e5679c2a2,4,1.0
10743f56-1bd4-4a65-95b9-350c05e7cf99,3,2.0
10779fc3-0255-4dce-ad00-65ddf148c1e2,1,3.0
10a110d1-df59-4108-ba6c-2837a96b4e6e,4,2.0
10d1264a-e912-4057-8c29-216f8db4c5a8,1,1.0
10e025bd-b666-47b9-94c8-fae30436dfdc,2,1.0
1111e63d-38a1-45cb-b0a3-4213c09c8fb4,4,5.0
11316910-5046-4bac-9884-66aa1ad19070,2,0
116f2404-08e1-4ca1-80c2-d84cde7348f4,6,5.0
117daf16-d936-41a2-8860-c5982be08b4f,2,1.0
117ed826-9cff-42c1-9f94-25b83f924077,2,0
118f2b59-99a5-4578-8fdb-f0b454f86d3b,2,0
118fc926-4e4d-4b71-a93a-8c76a2e70c3f,1,0
1191c84c-fe3b-4a54-b762-3ad555a8f4be,1,1.0
11dadd20-f44b-40cc-979e-2b39868aa084,2,1.0
11e47be3-f269-46d9-9ef9-043511e1212e,1,1.0
123f5367-b681-4bf3-bc7b-7f0c1c38721c,1,0
128bd7d7-001f-4e76-a743-6befb437f093,2,1.0
1293d4d4-23a3-4026-ac81-029de6d265e5,1,2.0
12f3ee66-52e2-42d8-8ed2-9e79cfb9cad5,1,2.0
130f606f-e3f3-49b1-bd1e-793caf840e69,1,1.0
13185540-f4ec-45a6-b8d7-0e37191d2713,2,1.0
1324da76-dc1a-41bc-b333-d6577137074d,2,2.0
132e418a-86de-4339-ba21-f89c5ed238a9,1,3.0
1334c5cb-0058-487f-a9b1-d423d92f8d52,2,1.0
13634a93-4bfe-42a1-9f9a-d11ee5e84330,2,0
13745f5f-1061-45b3-b9fb-51b7fa4f4460,2,2.0
13976f78-8c48-4a6a-a8be-88f47a641cd8,1,1.0
139f66c2-6106-43bd-8ca5-08fef38d8ce7,4,1.0
13d5f74c-dd8d-4722-9806-c2b74373a482,2,0
13de2eae-93fe-4e29-b46e-a09fb742ff26,3,2.0
13df2186-4107-4bcb-bc0f-492d21d09674,1,2.0
13f1df59-0c87-4976-8223-700276be3917,1,3.0
1400e21b-dd03-452c-99c2-346fee87b1f9,2,5.0
140c1d71-e7ef-4928-8f04-d35c669f2908,3,3.0
141d12b8-ad8f-4efb-b8ce-706a88972854,1,1.0
145700c0-25e2-4377-a6b5-e4890c424945,1,0
14b0a962-e1a0-4f51-9ebf-52e5135bfa54,2,1.0
14d41572-2129-41ba-8bad-356d01143653,1,2.0
14d598fd-16c3-4f15-8067-afa082723f02,4,4.0
14d9fc66-7c53-476a-8c2d-847ad8aaebc3,1,0
151736f6-e06f-4e6a-8c6a-919c5b3279fc,1,3.0
151748b4-f40a-4656-bdf3-aba6e98cc371,1,3.0
151ee521-04c5-46dd-872c-daa3552db996,2,3.0
154eac59-86e9-436b-85af-fc224feb0a2a,3,12.0
157b0719-dcc8-4024-8883-a333fddeff3f,3,2.0
157bbd18-8b8e-4afe-a2a2-7f89c32dbc17,2,3.0
15fd9254-ca8e-414f-b5a7-edae33e3bd64,1,0
1608f675-0c99-4d72-bf70-f6445c47cebb,2,0
1615dca7-3548-4551-a1b0-f2ef10129e96,3,2.0
16174f17-42bb-4311-8930-7282cd984e04,1,1.0
163ae890-896d-46ad-b211-de385083cda8,1,1.0
16678e73-e668-4f28-874b-49c80bdf46c8,3,1.0
1697cb18-dc93-4dd9-be22-4b8028d91906,1,2.0
16b6f807-621e-4c0f-b101-8c0f63022947,3,4.0
16b947f9-d2d3-45e0-b725-56889da0ba18,1,2.0
16bff5ca-5de2-49ad-8948-f9d316330f55,1,3.0
16c6011c-d527-4442-ac50-6635698340ce,5,2.0
16ca9849-725a-4543-a272-3bcd3f72b40f,1,3.0
16fb100b-0542-4682-997c-7747fd29be50,1,2.0
170b8d39-d253-417d-88f3-ea036c8b80b0,2,0
171707be-9074-42e7-9f21-3b65aa456648,1,0
171c2b22-b182-4312-8116-fcda018fec4b,2,1.0
172d17f8-0e94-4cf2-b812-a3b458c397e0,1,4.0
17397b87-413b-4745-9a93-5fabfb73d3a8,2,1.0
17642831-a8d6-4d89-868f-42dafa22bbf4,1,2.0
176e6ac0-9632-42de-8891-2269b7831698,1,2.0
17864e47-e4ec-4b31-a4fc-db5adc8dcdbc,4,2.0
179534b8-e26d-4f85-9e12-573d9a17c90b,1,4.0
17b5dbb2-8049-4fc7-95f7-64c3bb4e66af,4,5.0
17b799a3-9737-41ec-9d71-da1f88b644c5,2,3.0
17c571b0-4643-4749-bb0d-b92634150664,1,1.0
17ce4884-40da-41b0-b68f-a9ec861082a4,2,0
17e6ea46-8e23-4c5a-9b95-115b789c271f,1,0
17e6f65e-45cc-425e-8f4e-422d851ff9f0,3,2.0
17f18a47-10df-4106-a9c1-f3a9a38e3f6f,1,2.0
17fadb00-06ee-4211-ba31-b0a234e187d8,4,1.0
18032ea0-0cf1-4f3c-9541-4e8b5a7e849a,4,2.0
182fef33-6418-4782-b2ef-4607832b16ab,4,1.0
18420219-f02b-41a2-9ec4-b2ff062cb2ca,1,1.0
18473498-25c6-4467-94ef-11a4e93677a1,2,1.0
18489203-a654-491d-bb3f-933eb0b7622b,2,0
187110be-a4ab-44f6-af9b-f55fe1fc594f,1,2.0
1883ee4d-8acb-4277-9169-201e54257546,1,2.0
1895ed9c-ac50-4b6d-96c4-d065fdcc27cf,4,1.0
18985e09-33b1-4bd0-89e4-552f17d99a9e,1,1.0
18aa8d63-796b-4183-8d43-6035d011b5ba,3,0
18ac7059-e18b-4131-b313-7e6b3e11c0b9,1,1.0
18b1e8e2-8e0b-40b6-893f-66971bb2166e,4,1.0
18b62c10-e824-460e-96f7-167022e5aaf3,2,2.0
18be0c9d-2a44-46c6-9dca-1eb48696712d,1,1.0
18cf4446-a9d2-4445-bf87-2c6e57a2fe0e,2,3.0
18f0f9be-a68b-45bd-aaae-2914a65f43b6,3,0
18f969e4-2786-4262-9d46-de2ee97286c9,2,1.0
1902b208-fc76-44e8-91ee-9a30f2e21b22,1,0
192a5cdb-6074-4adb-b4b4-0747d3389c2e,1,1.0
19475094-bff6-4b58-8843-0e218d246bae,1,0
194b431e-83a4-40f1-82a3-290e70cf3b47,2,3.0
1954cf6b-d6ff-4cc5-bdab-a6f155a9be7f,1,2.0
196efec4-0325-49fd-9f81-1fd636ffc632,2,1.0
19715b45-764e-4e4c-817a-d7064e4f37f3,6,1.0
19766e56-ebbc-4244-b4b4-45db105008df,2,1.0
198b1a69-75c8-4e5c-b00f-c21513d2cce2,2,2.0
19a16776-767d-48f5-b45a-76e2a2f97ea9,1,0
19af432a-e547-4c49-881b-1b676796c960,1,2.0
19dfd8fb-876e-4be7-b69e-2403f73f7ee1,3,1.0
1a003467-fc75-42aa-9f8f-d2b1cdebc2d5,2,0
1a0a3da1-fedb-4e51-8055-8ff3e01c18e6,4,0
1a5924fc-dc3b-470e-8d6a-543839579859,2,2.0
1a5b1a4c-9acb-4aca-8203-4a72c0935629,2,5.0
1a82287f-572b-441a-9a2c-c14168231952,1,0
1aa40ea0-dad0-4324-b4ff-ad913ce757e2,1,2.0
1ab5ea3a-c36e-4729-9406-bcada75af5df,1,0
1ad2a11b-f6b2-4540-8316-73552b19e8ef,2,2.0
1aec2675-bd44-4973-96b1-841b4fef2aaa,1,2.0
1af75c41-b7af-471b-872a-9af5a9b44be7,6,2.0
1b186cf2-bca5-4bff-aa14-19d75697d023,2,0
1b1f5fcb-9071-4dab-97cb-85bdc50ca220,3,1.0
1b2355d0-c06f-4c5c-a295-f036b1b1c8df,5,1.0
1b32846d-e372-450c-8ab7-c399e3c23469,6,7.0
1b5befb2-987e-4d6a-ae36-c4560efd5974,1,0
1b76a382-0a65-4b27-9a88-f2576cc5500b,2,4.0
1b811121-0bbf-43ae-9665-ed5da5843144,2,1.0
1b88dcdb-4123-448e-a558-81f214f1792b,1,1.0
1bcea2fb-b7ac-4f6e-a184-18bc45e9c2b5,1,0
1beda62f-1e25-4fc9-8346-e5ea2f7ae8ba,1,0
1bff4f6f-8311-440e-8168-44866583e259,1,2.0
1c051452-700d-4b20-9f24-ab5bfd5264aa,2,2.0
1c1b674d-b282-43d6-90d1-83c82d0c85f7,5,3.0
1c376e54-7719-49d7-9986-ca8d7f12f117,1,4.0
1c3d36f9-179b-45d4-ba6e-0f36f27b3053,1,2.0
1c57e73f-53ed-4d6a-9908-18db80a13f9b,1,4.0
1c62fd70-1ac4-4617-9a95-18d83a71a4fe,1,1.0
1c67a60c-86c6-45d5-b6da-f2cb62945d7d,1,2.0
1c689dd4-9dee-4ce5-8ce4-c949d2882ef7,1,0
1c6d8370-585a-4506-a935-d7bd68f8ad83,1,2.0
1c8fae22-d4cd-4063-b754-96bde8109bd5,2,6.0
1ce0d3b4-5cc7-4bcb-bdb4-a085eb9fc430,1,1.0
1d161d12-722d-4eca-8ab7-a7c20fac700e,2,0
1d45ee58-ecdf-4fa4-a0ec-cdf6dd2ecbff,1,0
1d75886c-40af-4ca8-844d-5e897fc3b97d,1,2.0
1d8a3e69-cc5f-4622-8550-2a47239c29dd,2,2.0
1d8cb747-a0ef-475b-8b7c-7fa1840e3270,1,1.0
1d8de5a1-ece8-450f-b5bc-35f786348471,2,2.0
1d9a9e15-68f0-462b-bb8e-21043a653de4,3,8.0
1dd4aee7-0bf6-473a-a6e0-667b614eebb7,1,2.0
1df411ff-4a07-4660-9c45-aca19f53965c,5,2.0
1e1fc489-e16f-4eb7-9adb-9c9c0f8e59ea,1,0
1e530a50-b079-49c1-b8b7-38208540123e,1,2.0
1e720d01-ba29-4475-bf15-aaa87c2b532b,2,4.0
1e84e337-7770-4136-90be-1c56dcd76f2a,1,1.0
1ec09f6a-2c1e-4e04-b49e-d472abf62c07,2,2.0
1edcba57-5186-4d8f-9062-3707d414fba9,1,0
1f16ce0a-ef39-415c-8433-5cd81487895f,6,2.0
1f1d71d7-8a79-4b42-82ca-f83925ae866b,1,0
1f2dd866-5e1f-4359-9108-02e64afb4143,4,1.0
1f37fa81-2695-49ed-870d-d82c2ee9100c,2,2.0
1f468aba-fc2b-4fdb-91e9-65b5788f9710,1,1.0
1f567d3d-5253-45b3-b3a6-2ec8840a0d5a,2,2.0
1f79b8b6-4600-4fdd-b1ce-69c4fa9ba00e,1,1.0
1f843c7a-f31e-476b-aa34-a39c027d61a4,2,1.0
1f978221-5c5c-4a78-8919-3b3ce0b4716d,3,2.0
1f9f140e-17cc-45f8-8fdc-737cd25f923e,11,4.0
1f9f637a-bbb4-4f61-8faa-b6411f11e194,5,3.0
1fa653af-cf43-4371-a541-a0b54b311cd3,6,1.0
1fcd7bf3-e853-4fad-95d6-3fdd1935fdbb,3,1.0
1ff8ec86-3ffd-4f2e-a1b6-9807843ccaa5,4,5.0
20290616-113b-46b8-9423-85e07c2e0841,5,2.0
203863bd-6bf9-44bd-8ff0-7307fbbefd37,1,1.0
204ae031-74a8-4c64-ba27-78370706212e,3,1.0
205c6f1a-ae27-4289-8076-9839228ae2d2,1,1.0
2065bffd-03dc-4f86-b268-f87de31783a4,3,0
206d182e-e71d-44c1-8459-741241fa1d24,12,11.0
207693ab-37b5-4b7f-82bf-204f02581eaa,1,1.0
207a74a3-e5e6-42c6-94c2-114f2023e4b6,4,1.0
20d694bd-0633-4915-ac57-77f480c8752b,2,2.0
20f2c248-4d27-46c1-9f21-dbfca0439e6b,5,0
21017ffc-58fa-4308-97b9-2a2ea6fc1dc3,1,0
21559a72-361a-4a94-a286-5407f7d2f38b,1,1.0
21614312-ab22-4d71-8a7a-e1ddbbcba022,1,2.0
216766bf-1bcd-4a3b-9b6c-31ebce6228e7,6,1.0
21be60c3-b351-492a-88a9-1c7426cc8ad7,4,1.0
21d4030e-1e26-4ecd-9645-0b9a25317ffd,1,5.0
21d6e46a-6b6c-4466-8e07-ab887628f225,1,0
21f3f4fb-edac-40af-9127-04cb5d9f6730,2,2.0
21f9adb5-5a2c-43e3-bc73-8dd00d31f5fd,1,5.0
22249265-702d-405b-9b70-4656303b2861,4,2.0
223d3aad-0941-474f-a10e-58c2ee240c7e,4,2.0
224f5ac4-2d42-4ded-a956-1e117f1f2775,1,0
22736658-f573-43f8-a0af-0cf7f2003039,1,1.0
22758935-9da6-4ca3-a6ee-1dc586cc638b,2,1.0
22a3b8da-290e-4da5-9a65-97b6e2131a4d,3,1.0
22a469b8-8258-4b08-b46d-8fbe359810c8,3,1.0
22bb1f57-6dec-46e3-85e1-d720b69ebc91,1,1.0
22bd6e53-c88c-47da-af22-a4ce10c23273,4,4.0
22c6137c-1fd5-46ba-87fe-12f5b9ad6324,3,1.0
2308d90f-07fb-4126-9c41-7533efc75458,4,1.0
231545d6-fe53-4587-83a6-359a44f1b636,1,0
236897be-d91b-4f30-a115-4d6f963bca09,7,4.0
23689a8e-63a9-4460-83f1-1b610d6f64f5,5,4.0
23696402-d8a7-417f-892c-d3d85d464b3b,3,1.0
2390cf36-660c-4cc5-943c-3655bc844d8e,1,0
23a072df-2bef-43f6-a036-2a20bbe190b6,4,1.0
23ca4d0d-3217-41c6-a043-c975a845a4fb,1,4.0
23caeea9-626f-4469-9dee-1be193cf119e,4,1.0
23dc8611-74f3-43e0-9195-9d80c6d1f103,2,2.0
23edcfc3-fd01-4b76-a85f-d5261f1e89f1,5,2.0
23f45526-42de-4522-a4a8-cc7fbe7ecc4c,1,0
241052bb-be89-43db-868a-29cbadd6ab05,2,6.0
24233672-c303-4584-bca9-dd2b80c68782,1,1.0
247929f1-c9c1-40de-8cdd-e654c4c31561,3,2.0
24960341-ddb1-403b-bd33-37b6690f909b,2,2.0
24f301b9-ba91-4155-9a97-ca02b42a4c51,2,2.0
24fdef64-1427-476c-ba93-c96059f125e0,1,0
251b20f4-b2fe-4769-a9f6-0c8c21505c54,4,5.0
251b7543-0a3c-4597-8cb1-04a3c3fcdc47,3,2.0
2541378f-4d70-4491-a83c-2233062cf96f,5,3.0
25624512-843e-4f75-bd55-f0f84cfa33b6,1,0
257b27f6-c8b8-4a88-8b97-dabff8e2ee5f,1,4.0
258c77d0-6226-4243-892a-8d9de5a5b401,1,3.0
25ce7aca-b5b4-4f70-b261-fe5be7b61f25,1,1.0
25ea4eb8-8e17-4e6b-b644-a2517e85952d,1,1.0
261e5f7c-a838-48bf-bc96-350be1e200a5,5,2.0
262571a8-2616-4350-9920-9b5b8cb925cd,1,7.0
264b7b01-fb67-45c0-bea0-cce393e77a30,3,1.0
265c75f9-5a4f-4be7-98f1-3d174707f15d,2,2.0
267bca03-d07e-4367-8360-92eb80c69e84,2,3.0
2693fbf6-503c-4beb-b41f-dd0a459e204e,4,6.0
2694e3bd-bf43-49f2-8174-de1a07822167,1,1.0
26b660f0-f6a0-44a1-8c26-b395e68470d5,1,5.0
26c7426b-2367-4608-a056-1d999b49e154,1,0
26e3a788-bf2c-4a61-9eb5-82cb5ce58e3f,2,1.0
26ec7822-2df4-425d-b03e-9f43241fdbd3,1,1.0
26f5cf3c-ee48-4016-8782-34060d662560,2,1.0
2716390e-4799-44ed-9431-8bf2e349bdf2,1,0
272f675d-e398-4f14-bda5-bb2ef3fe324d,1,1.0
2730aaf8-207e-4b7f-89c5-cac309b6176d,1,0
274d3473-7631-44dc-9463-f28e66d739f4,4,0
27567f0e-1c31-49d0-a7d9-2c7cbff8c584,1,0
276195ae-6793-465d-9ca1-664b6cd90aef,3,4.0
27cbcf2a-4167-43b9-952b-13377fa83ec8,3,2.0
27f9ee30-3e13-459f-8570-f926a0f803f0,2,0
27fe134f-a494-4fe1-a134-df6e1bae6ba5,4,2.0
28064a3e-6a7b-48da-9953-dafc94e9763e,1,0
2807581c-b3db-4922-a4ad-e0c9c8853565,4,3.0
28094ad7-a040-4001-b643-865a629a83bb,2,1.0
284d91bf-656d-4ca2-997b-972d2cbade59,1,2.0
285e8b8c-8aeb-40db-916e-c61dbb14dc3c,2,2.0
287ce041-8067-4033-b6d7-8886d6e80504,2,4.0
28ab2bf1-c9e1-49c2-89b9-cf87636f145c,13,10.0
