;game_id_towers;game_id_monsters;team_monsters;time_monsters;team_towers;time_towers
52;44a531e0-6e22-4e32-ae8d-204736b4f970;44a531e0-6e22-4e32-ae8d-204736b4f970;bDragons;9.19;bTowers;8.354
53;8b8223ae-c83b-49c6-82a8-adea2572d72d;8b8223ae-c83b-49c6-82a8-adea2572d72d;rDragons;7.35;bTowers;4.532
54;8b8223ae-c83b-49c6-82a8-adea2572d72d;8b8223ae-c83b-49c6-82a8-adea2572d72d;rDragons;7.35;bTowers;7.125
55;fb535f29-a829-416a-a430-2f6877d7c853;fb535f29-a829-416a-a430-2f6877d7c853;rDragons;8.452;bTowers;4.071
56;fb535f29-a829-416a-a430-2f6877d7c853;fb535f29-a829-416a-a430-2f6877d7c853;rDragons;8.452;bTowers;6.568
57;83c0ac50-1986-48aa-a802-aec3edbb8a24;83c0ac50-1986-48aa-a802-aec3edbb8a24;bDragons;10.62;bTowers;4.053
58;c90b02dd-01c0-4d2a-a881-79e8f3cbfaab;c90b02dd-01c0-4d2a-a881-79e8f3cbfaab;bDragons;7.647;bTowers;4.517
59;c286f8f7-ba60-4184-bd15-0b00ae8c04fb;c286f8f7-ba60-4184-bd15-0b00ae8c04fb;rDragons;10.646;bTowers;6.097
60;c286f8f7-ba60-4184-bd15-0b00ae8c04fb;c286f8f7-ba60-4184-bd15-0b00ae8c04fb;rDragons;10.646;bTowers;4.064
61;96111538-2e7a-4135-9a84-fb9e5e547e26;;;;bTowers;10.785
62;6eb13472-7bc0-47a7-aef0-431b635f6a98;6eb13472-7bc0-47a7-aef0-431b635f6a98;rDragons;8.222;bTowers;3.945
63;8ccde2c2-7572-48ac-9238-5f9d0700cc91;8ccde2c2-7572-48ac-9238-5f9d0700cc91;bDragons;8.03;bTowers;6.003
64;8ccde2c2-7572-48ac-9238-5f9d0700cc91;8ccde2c2-7572-48ac-9238-5f9d0700cc91;bDragons;8.03;bTowers;3.567
65;c826157e-550c-4d1e-ab91-a4050ebcda5f;c826157e-550c-4d1e-ab91-a4050ebcda5f;rDragons;8.853;bTowers;3.6
66;d3d6e842-d3c2-4922-b204-47f60bb63b1e;d3d6e842-d3c2-4922-b204-47f60bb63b1e;rDragons;4.196;bTowers;4.069
67;19a16776-767d-48f5-b45a-76e2a2f97ea9;19a16776-767d-48f5-b45a-76e2a2f97ea9;bDragons;5.32;bTowers;8.267
68;dfb8edad-0f2b-4c3d-b16d-145559b90f3e;;;;bTowers;10.603
69;e8941876-df65-40d5-b73c-3b77939abd67;;;;bTowers;10.784
70;c770e530-cd04-43b1-bf04-dd5fe8c5beab;c770e530-cd04-43b1-bf04-dd5fe8c5beab;rDragons;5.864;bTowers;4.027
71;7ca4c354-5d0d-4ccb-8a38-d8c1e8fab3d6;7ca4c354-5d0d-4ccb-8a38-d8c1e8fab3d6;rDragons;9.089;bTowers;3.957
72;e56b9494-0018-4bc8-a7dd-71ab132fc6a8;e56b9494-0018-4bc8-a7dd-71ab132fc6a8;bDragons;7.819;bTowers;4.414
73;d0d6d3ea-c7d3-4c9b-bba5-a6c6126d3a64;d0d6d3ea-c7d3-4c9b-bba5-a6c6126d3a64;rDragons;8.123;bTowers;3.533
74;d1823960-73e0-41a5-9838-a09574e6b716;d1823960-73e0-41a5-9838-a09574e6b716;bDragons;9.168;bTowers;7.01
75;00a6e138-9db0-49ca-8923-b23f1fc28a4e;00a6e138-9db0-49ca-8923-b23f1fc28a4e;bDragons;7.688;bTowers;3.983
76;00a6e138-9db0-49ca-8923-b23f1fc28a4e;00a6e138-9db0-49ca-8923-b23f1fc28a4e;bDragons;7.688;bTowers;6.542
77;6667f0b9-b1fb-4410-989f-f4f447f5577d;6667f0b9-b1fb-4410-989f-f4f447f5577d;rDragons;8.644;bTowers;10.872
78;6667f0b9-b1fb-4410-989f-f4f447f5577d;6667f0b9-b1fb-4410-989f-f4f447f5577d;rDragons;8.644;bTowers;4.415
79;db4793e6-ae75-4728-bc38-51a703d77807;db4793e6-ae75-4728-bc38-51a703d77807;rDragons;10.908;bTowers;10.251
80;ea948e88-0731-45b2-81ec-7b9c6c219ac4;ea948e88-0731-45b2-81ec-7b9c6c219ac4;rDragons;10.271;bTowers;9.019
81;b9a31ebe-e2b0-452d-927d-ec142b9d816f;b9a31ebe-e2b0-452d-927d-ec142b9d816f;bDragons;6.178;bTowers;3.454
82;b9a31ebe-e2b0-452d-927d-ec142b9d816f;b9a31ebe-e2b0-452d-927d-ec142b9d816f;bDragons;6.178;bTowers;5.887
83;911637d4-9b6f-4fc1-b9a4-4460b9224689;911637d4-9b6f-4fc1-b9a4-4460b9224689;bDragons;8.772;bTowers;5.987
84;911637d4-9b6f-4fc1-b9a4-4460b9224689;911637d4-9b6f-4fc1-b9a4-4460b9224689;bDragons;8.772;bTowers;10.988
85;1b811121-0bbf-43ae-9665-ed5da5843144;1b811121-0bbf-43ae-9665-ed5da5843144;bDragons;10.441;bTowers;7.878
86;1b811121-0bbf-43ae-9665-ed5da5843144;1b811121-0bbf-43ae-9665-ed5da5843144;bDragons;3.82;bTowers;7.878
87;1b811121-0bbf-43ae-9665-ed5da5843144;1b811121-0bbf-43ae-9665-ed5da5843144;bDragons;10.441;bTowers;4.481
88;1b811121-0bbf-43ae-9665-ed5da5843144;1b811121-0bbf-43ae-9665-ed5da5843144;bDragons;3.82;bTowers;4.481
89;9f197d7f-69d4-4063-bfba-b90d4b18787e;9f197d7f-69d4-4063-bfba-b90d4b18787e;rDragons;10.042;bTowers;8.463
90;12f7dd6a-65d6-4446-9b7a-5b22b6295a54;12f7dd6a-65d6-4446-9b7a-5b22b6295a54;rDragons;4.26;bTowers;3.549
91;5d358123-685b-4ebd-9f30-c22867d2667c;5d358123-685b-4ebd-9f30-c22867d2667c;bDragons;7.136;bTowers;4.038
92;e826e1ee-86ba-484a-a647-ee0779fa61f4;;;;bTowers;4.93
93;af996f7f-0339-4c3f-bfd0-98d8626adc04;af996f7f-0339-4c3f-bfd0-98d8626adc04;rDragons;8.344;bTowers;10.975
94;9167d80d-fc00-46c3-9d8b-80daedca07bf;9167d80d-fc00-46c3-9d8b-80daedca07bf;rDragons;4.793;bTowers;10.544
95;d2b6deea-9346-4b2d-a9f7-540c718cd826;;;;bTowers;4.098
96;0bb61851-618c-4e8d-918f-398460f5458e;0bb61851-618c-4e8d-918f-398460f5458e;bDragons;5.752;bTowers;10.007
97;e4714e72-26cb-4855-979a-26709536ccb9;;;;bTowers;10.913
98;a3f31ee5-7437-4199-a0e2-a6566aae5e8f;a3f31ee5-7437-4199-a0e2-a6566aae5e8f;bDragons;10.06;bTowers;7.943
99;3dd6ff21-b413-4129-a84f-d7a239ef77bc;3dd6ff21-b413-4129-a84f-d7a239ef77bc;rDragons;8.967;bTowers;4.024
100;788dd826-0426-4069-a0e5-7d103fadfbb0;;;;bTowers;3.487
101;788dd826-0426-4069-a0e5-7d103fadfbb0;;;;bTowers;10.945
102;81d6929d-1952-4049-b78a-b9e15b36c325;;;;bTowers;10.936
103;81d6929d-1952-4049-b78a-b9e15b36c325;;;;bTowers;9.511
104;7a838deb-313e-4341-a351-dc074d8a35f2;;;;bTowers;8.451
105;a3d922fc-ba91-4f47-a1e4-3d9e49750108;a3d922fc-ba91-4f47-a1e4-3d9e49750108;bDragons;9.04;bTowers;10.214
106;34fddf55-9845-45b1-a6b2-c1be4c02910e;;;;bTowers;10.853
107;e8ce021d-a775-4843-85ba-ea8e66567078;;;;bTowers;9.98
108;298ace8c-8dec-434f-bed4-bf8143aa87c7;;;;bTowers;10.295
109;298ace8c-8dec-434f-bed4-bf8143aa87c7;;;;bTowers;10.959
110;97f6f4af-8e0e-4851-8b80-3ea7552f3ec9;;;;bTowers;10.558
111;1f6eb0ab-4962-4b34-9d0d-32020f563509;;;;bTowers;9.782
112;1f6eb0ab-4962-4b34-9d0d-32020f563509;;;;bTowers;4.278
113;192a5cdb-6074-4adb-b4b4-0747d3389c2e;;;;bTowers;6.234
114;192a5cdb-6074-4adb-b4b4-0747d3389c2e;;;;bTowers;3.716
115;196efec4-0325-49fd-9f81-1fd636ffc632;196efec4-0325-49fd-9f81-1fd636ffc632;rDragons;8.852;bTowers;3.8
116;196efec4-0325-49fd-9f81-1fd636ffc632;196efec4-0325-49fd-9f81-1fd636ffc632;rDragons;8.852;bTowers;5.806
117;196efec4-0325-49fd-9f81-1fd636ffc632;196efec4-0325-49fd-9f81-1fd636ffc632;rDragons;8.852;bTowers;10.48
118;d29d77b6-44c7-40f2-9192-f5be203fb53b;d29d77b6-44c7-40f2-9192-f5be203fb53b;bHeralds;7.831;bTowers;7.52
119;d29d77b6-44c7-40f2-9192-f5be203fb53b;d29d77b6-44c7-40f2-9192-f5be203fb53b;bHeralds;7.831;bTowers;3.697
120;9eb884cf-1948-4084-9f4f-805ed9bb23cd;9eb884cf-1948-4084-9f4f-805ed9bb23cd;rDragons;8.194;bTowers;7.755
121;9eb884cf-1948-4084-9f4f-805ed9bb23cd;9eb884cf-1948-4084-9f4f-805ed9bb23cd;rDragons;8.194;bTowers;4.056
122;f905c900-b374-46cf-940c-548b616b11a7;;;;bTowers;3.882
123;7bd5d8b6-cb32-4128-8d1c-3821459e749a;;;;bTowers;10.033
124;7bd5d8b6-cb32-4128-8d1c-3821459e749a;;;;bTowers;3.605
125;7bd5d8b6-cb32-4128-8d1c-3821459e749a;;;;bTowers;10.8
126;10779fc3-0255-4dce-ad00-65ddf148c1e2;;;;bTowers;9.937
127;542e70d9-b0cc-4f3f-bfad-f793ad6c265a;;;;bTowers;10.654
128;d7aeea0e-6206-418a-ad84-743a6fe94db1;;;;bTowers;9.378
129;bbf90cd0-3b7d-4f43-8f7a-df0c11019e6b;bbf90cd0-3b7d-4f43-8f7a-df0c11019e6b;rHeralds;8.871;bTowers;3.738
130;58aa728d-5d12-454f-9c4b-ca5e8ac7e4c9;;;;bTowers;3.821
131;560e8fd0-5a8f-461a-8011-8993f2f6767c;560e8fd0-5a8f-461a-8011-8993f2f6767c;bHeralds;9.872;bTowers;3.725
132;4166f5f6-9943-4b0e-8fe3-5ecae301d325;4166f5f6-9943-4b0e-8fe3-5ecae301d325;bDragons;10.733;bTowers;3.762
133;4166f5f6-9943-4b0e-8fe3-5ecae301d325;4166f5f6-9943-4b0e-8fe3-5ecae301d325;bDragons;10.733;bTowers;8.025
134;4166f5f6-9943-4b0e-8fe3-5ecae301d325;4166f5f6-9943-4b0e-8fe3-5ecae301d325;bDragons;10.733;bTowers;5.781
135;653f0b45-d0ec-43ee-b732-518ff029b104;653f0b45-d0ec-43ee-b732-518ff029b104;bDragons;9.341;bTowers;6.327
136;653f0b45-d0ec-43ee-b732-518ff029b104;653f0b45-d0ec-43ee-b732-518ff029b104;bDragons;9.341;bTowers;3.771
137;e985ce99-14e1-4bd1-ab33-8025db5b495a;;;;bTowers;3.706
138;e985ce99-14e1-4bd1-ab33-8025db5b495a;;;;bTowers;8.151
139;8afa068d-82ac-4e62-bfaf-418e1762ccc8;8afa068d-82ac-4e62-bfaf-418e1762ccc8;bHeralds;10.862;bTowers;3.59
140;8afa068d-82ac-4e62-bfaf-418e1762ccc8;8afa068d-82ac-4e62-bfaf-418e1762ccc8;bHeralds;10.862;bTowers;5.822
141;8611b865-b8a1-4678-9241-34770aac371c;8611b865-b8a1-4678-9241-34770aac371c;bHeralds;10.388;bTowers;3.726
142;8611b865-b8a1-4678-9241-34770aac371c;8611b865-b8a1-4678-9241-34770aac371c;bDragons;7.826;bTowers;3.726
143;8611b865-b8a1-4678-9241-34770aac371c;8611b865-b8a1-4678-9241-34770aac371c;bHeralds;10.388;bTowers;9.347
144;8611b865-b8a1-4678-9241-34770aac371c;8611b865-b8a1-4678-9241-34770aac371c;bDragons;7.826;bTowers;9.347
145;8611b865-b8a1-4678-9241-34770aac371c;8611b865-b8a1-4678-9241-34770aac371c;bHeralds;10.388;bTowers;5.768
146;8611b865-b8a1-4678-9241-34770aac371c;8611b865-b8a1-4678-9241-34770aac371c;bDragons;7.826;bTowers;5.768
147;58995371-5b49-48a2-953a-9aee7d654992;;;;bTowers;3.22
148;08c30a54-1e93-45e0-87ae-ccb73a053632;08c30a54-1e93-45e0-87ae-ccb73a053632;rDragons;10.222;bTowers;9.438
149;08c30a54-1e93-45e0-87ae-ccb73a053632;08c30a54-1e93-45e0-87ae-ccb73a053632;rDragons;10.222;bTowers;8.306
150;edb0a190-3897-4610-af24-c36a529a391f;;;;bTowers;3.746
151;ef31f478-5f0d-4e70-9568-1036a3c4cb49;ef31f478-5f0d-4e70-9568-1036a3c4cb49;rDragons;9.97;bTowers;8.243
152;ef31f478-5f0d-4e70-9568-1036a3c4cb49;ef31f478-5f0d-4e70-9568-1036a3c4cb49;rDragons;9.97;bTowers;10.224
153;ef31f478-5f0d-4e70-9568-1036a3c4cb49;ef31f478-5f0d-4e70-9568-1036a3c4cb49;rDragons;9.97;bTowers;3.8
154;0a6f2c3f-9dac-4708-8997-e232fc2974d8;0a6f2c3f-9dac-4708-8997-e232fc2974d8;bHeralds;9.483;bTowers;3.783
155;0a6f2c3f-9dac-4708-8997-e232fc2974d8;0a6f2c3f-9dac-4708-8997-e232fc2974d8;bDragons;6.987;bTowers;3.783
156;0a6f2c3f-9dac-4708-8997-e232fc2974d8;0a6f2c3f-9dac-4708-8997-e232fc2974d8;bHeralds;9.483;bTowers;5.805
157;0a6f2c3f-9dac-4708-8997-e232fc2974d8;0a6f2c3f-9dac-4708-8997-e232fc2974d8;bDragons;6.987;bTowers;5.805
158;07f0b7f2-4da4-4828-a8d4-aa052183daf6;07f0b7f2-4da4-4828-a8d4-aa052183daf6;bDragons;10.868;bTowers;3.824
159;1902b208-fc76-44e8-91ee-9a30f2e21b22;1902b208-fc76-44e8-91ee-9a30f2e21b22;bHeralds;6.571;bTowers;10.911
160;1902b208-fc76-44e8-91ee-9a30f2e21b22;1902b208-fc76-44e8-91ee-9a30f2e21b22;bHeralds;6.571;bTowers;3.819
161;317f00c1-1cd5-4196-8c66-e07060d15989;317f00c1-1cd5-4196-8c66-e07060d15989;rDragons;10.949;bTowers;8.202
162;317f00c1-1cd5-4196-8c66-e07060d15989;317f00c1-1cd5-4196-8c66-e07060d15989;rDragons;10.949;bTowers;4.153
163;317f00c1-1cd5-4196-8c66-e07060d15989;317f00c1-1cd5-4196-8c66-e07060d15989;rDragons;10.949;bTowers;6.339
164;a1382739-4c6d-48fb-8d04-11ae40226dc9;a1382739-4c6d-48fb-8d04-11ae40226dc9;rDragons;7.448;bTowers;3.749
165;a1382739-4c6d-48fb-8d04-11ae40226dc9;a1382739-4c6d-48fb-8d04-11ae40226dc9;rDragons;7.448;bTowers;5.778
166;d5486548-5e5b-40d7-9b15-be18e9d0308f;;;;bTowers;8.401
167;aae79bb5-e414-4693-a244-86ad42209007;aae79bb5-e414-4693-a244-86ad42209007;rHeralds;9.306;bTowers;8.323
168;aae79bb5-e414-4693-a244-86ad42209007;aae79bb5-e414-4693-a244-86ad42209007;bDragons;8.66;bTowers;8.323
169;c94e2b92-83d0-4207-9b34-737dbbab3bde;c94e2b92-83d0-4207-9b34-737dbbab3bde;rDragons;10.164;bTowers;3.762
170;8dd0d66b-68c4-44eb-a561-b45cac9c9ded;8dd0d66b-68c4-44eb-a561-b45cac9c9ded;bDragons;10.486;bTowers;3.859
171;8dd0d66b-68c4-44eb-a561-b45cac9c9ded;8dd0d66b-68c4-44eb-a561-b45cac9c9ded;bDragons;10.486;bTowers;8.385
172;8dd0d66b-68c4-44eb-a561-b45cac9c9ded;8dd0d66b-68c4-44eb-a561-b45cac9c9ded;bDragons;10.486;bTowers;7.989
173;8dd0d66b-68c4-44eb-a561-b45cac9c9ded;8dd0d66b-68c4-44eb-a561-b45cac9c9ded;bDragons;10.486;bTowers;5.786
174;662daafa-643e-487f-9cd5-4ce41f1bb034;662daafa-643e-487f-9cd5-4ce41f1bb034;rHeralds;6.563;bTowers;6.314
175;662daafa-643e-487f-9cd5-4ce41f1bb034;662daafa-643e-487f-9cd5-4ce41f1bb034;bDragons;9.992;bTowers;6.314
176;662daafa-643e-487f-9cd5-4ce41f1bb034;662daafa-643e-487f-9cd5-4ce41f1bb034;rHeralds;6.563;bTowers;4.166
177;662daafa-643e-487f-9cd5-4ce41f1bb034;662daafa-643e-487f-9cd5-4ce41f1bb034;bDragons;9.992;bTowers;4.166
178;662daafa-643e-487f-9cd5-4ce41f1bb034;662daafa-643e-487f-9cd5-4ce41f1bb034;rHeralds;6.563;bTowers;8.308
179;662daafa-643e-487f-9cd5-4ce41f1bb034;662daafa-643e-487f-9cd5-4ce41f1bb034;bDragons;9.992;bTowers;8.308
180;4cf708a7-0840-4099-939f-360632a41f08;4cf708a7-0840-4099-939f-360632a41f08;rHeralds;6.342;bTowers;3.828
181;4cf708a7-0840-4099-939f-360632a41f08;4cf708a7-0840-4099-939f-360632a41f08;rDragons;9.473;bTowers;3.828
182;4cf708a7-0840-4099-939f-360632a41f08;4cf708a7-0840-4099-939f-360632a41f08;rHeralds;6.342;bTowers;5.883
183;4cf708a7-0840-4099-939f-360632a41f08;4cf708a7-0840-4099-939f-360632a41f08;rDragons;9.473;bTowers;5.883
184;4030fb51-33cb-48f0-a423-e4128bf9f95d;;;;bTowers;9.259
185;4030fb51-33cb-48f0-a423-e4128bf9f95d;;;;bTowers;3.822
186;bda61a56-6040-4633-824a-007117812ef9;bda61a56-6040-4633-824a-007117812ef9;rHeralds;5.749;bTowers;3.745
187;934c293c-4bc0-44e5-bd68-fa6ce46c6122;934c293c-4bc0-44e5-bd68-fa6ce46c6122;rHeralds;6.344;bTowers;6.364
188;934c293c-4bc0-44e5-bd68-fa6ce46c6122;934c293c-4bc0-44e5-bd68-fa6ce46c6122;bDragons;6.633;bTowers;6.364
189;934c293c-4bc0-44e5-bd68-fa6ce46c6122;934c293c-4bc0-44e5-bd68-fa6ce46c6122;rHeralds;6.344;bTowers;4.187
190;934c293c-4bc0-44e5-bd68-fa6ce46c6122;934c293c-4bc0-44e5-bd68-fa6ce46c6122;bDragons;6.633;bTowers;4.187
191;a3ccfe21-4f9a-4d84-9f06-ad6e189ff893;a3ccfe21-4f9a-4d84-9f06-ad6e189ff893;bDragons;8.827;bTowers;3.304
192;3e155f1b-f67b-4e26-97df-c9fdda6f4e84;3e155f1b-f67b-4e26-97df-c9fdda6f4e84;rDragons;6.767;bTowers;3.823
193;3e155f1b-f67b-4e26-97df-c9fdda6f4e84;3e155f1b-f67b-4e26-97df-c9fdda6f4e84;bHeralds;7.797;bTowers;3.823
194;3e155f1b-f67b-4e26-97df-c9fdda6f4e84;3e155f1b-f67b-4e26-97df-c9fdda6f4e84;rDragons;6.767;bTowers;9.625
195;3e155f1b-f67b-4e26-97df-c9fdda6f4e84;3e155f1b-f67b-4e26-97df-c9fdda6f4e84;bHeralds;7.797;bTowers;9.625
196;3e155f1b-f67b-4e26-97df-c9fdda6f4e84;3e155f1b-f67b-4e26-97df-c9fdda6f4e84;rDragons;6.767;bTowers;6.289
197;3e155f1b-f67b-4e26-97df-c9fdda6f4e84;3e155f1b-f67b-4e26-97df-c9fdda6f4e84;bHeralds;7.797;bTowers;6.289
198;55c2792f-752c-4445-8f74-80daeb82cf39;55c2792f-752c-4445-8f74-80daeb82cf39;bDragons;9.339;bTowers;8.667
199;90188507-ffa1-4a09-8773-bf601afda76f;90188507-ffa1-4a09-8773-bf601afda76f;bHeralds;8.844;bTowers;8.07
200;90188507-ffa1-4a09-8773-bf601afda76f;90188507-ffa1-4a09-8773-bf601afda76f;bHeralds;8.844;bTowers;10.636
201;b0d7495b-767c-48a1-a2fa-fba4348547e6;b0d7495b-767c-48a1-a2fa-fba4348547e6;bHeralds;8.176;bTowers;10.935
202;b0d7495b-767c-48a1-a2fa-fba4348547e6;b0d7495b-767c-48a1-a2fa-fba4348547e6;bHeralds;8.176;bTowers;3.645
203;36a8f974-7630-4f7e-bc98-3becc40a507f;;;;bTowers;10.614
204;36a8f974-7630-4f7e-bc98-3becc40a507f;;;;bTowers;3.406
205;36a8f974-7630-4f7e-bc98-3becc40a507f;;;;bTowers;5.761
206;a0fe2b05-cd68-4f4d-b141-72114be805df;a0fe2b05-cd68-4f4d-b141-72114be805df;bHeralds;5.766;bTowers;3.288
207;a0fe2b05-cd68-4f4d-b141-72114be805df;a0fe2b05-cd68-4f4d-b141-72114be805df;bHeralds;5.766;bTowers;9.93
208;40bbfbc6-0163-486b-9582-0739765322c8;40bbfbc6-0163-486b-9582-0739765322c8;rHeralds;6.17;bTowers;3.38
209;40bbfbc6-0163-486b-9582-0739765322c8;40bbfbc6-0163-486b-9582-0739765322c8;rDragons;8.308;bTowers;3.38
210;40bbfbc6-0163-486b-9582-0739765322c8;40bbfbc6-0163-486b-9582-0739765322c8;rHeralds;6.17;bTowers;5.764
211;40bbfbc6-0163-486b-9582-0739765322c8;40bbfbc6-0163-486b-9582-0739765322c8;rDragons;8.308;bTowers;5.764
212;ae24971a-c097-4cb0-9b6d-73bc7f70c3e6;ae24971a-c097-4cb0-9b6d-73bc7f70c3e6;rHeralds;9.904;bTowers;3.723
213;ae24971a-c097-4cb0-9b6d-73bc7f70c3e6;ae24971a-c097-4cb0-9b6d-73bc7f70c3e6;rDragons;8.298;bTowers;3.723
